Car_ID,Brand,Model,Year,Fuel_Type,Transmission,Price,Mileage,Engine_CC,Seating_Capacity,Service_Cost
5120,Toyota,Glanza,2024,Electric,Manual,2570000.0,18.5,1000,7,11500.0
5121,Volkswagen,Vento,2015,Electric,Automatic,890000.0,20.3,800,7,5200.0
5122,Maruti Suzuki,Swift,2024,Electric,Automatic,1300000.0,17.2,2500,5,17200.0
5123,Toyota,Innova,2017,Electric,Automatic,2690000.0,11.0,2000,5,18100.0
5124,Tata Motors,Altroz,2020,CNG,Automatic,2050000.0,17.9,2500,6,19000.0
5125,Tata Motors,Harrier,2021,CNG,Manual,3270000.0,20.3,2000,4,16800.0
5126,Toyota,Glanza,2016,CNG,Automatic,2410000.0,28.3,1000,7,17400.0
5127,Kia,Carnival,2016,CNG,Manual,1690000.0,11.9,1200,7,5900.0
5128,Maruti Suzuki,Baleno,2017,Diesel,Automatic,1880000.0,13.9,1500,6,14700.0
5129,Honda,Jazz,2020,CNG,Manual,3090000.0,13.3,1800,7,12500.0
5130,Skoda,Rapid,2023,Diesel,Automatic,1420000.0,13.3,1500,5,10700.0
5131,Honda,City,2016,Petrol,Automatic,2370000.0,22.8,1800,7,18900.0
5132,Maruti Suzuki,Dzire,2024,Electric,Automatic,1580000.0,11.8,1800,7,17600.0
5133,Volkswagen,Taigun,2016,Electric,Automatic,2670000.0,21.7,1000,6,6000.0
5134,Maruti Suzuki,Swift,2017,Electric,Automatic,1260000.0,20.5,1000,4,20600.0
5135,Toyota,Urban Cruiser,2015,CNG,Manual,440000.0,21.8,2000,5,12800.0
5136,Tata Motors,Altroz,2015,Petrol,Automatic,1090000.0,23.3,2500,7,21200.0
5137,Hyundai,Verna,2018,CNG,Manual,770000.0,17.6,2500,6,14900.0
5138,Kia,Carens,2023,Diesel,Manual,2190000.0,29.9,800,4,5900.0
5139,Tata Motors,Tiago,2020,Electric,Automatic,1500000.0,28.2,1200,7,5400.0
5140,Tata Motors,Tiago,2022,Petrol,Automatic,1700000.0,28.2,800,6,20600.0
5141,Tata Motors,Tiago,2016,Electric,Automatic,790000.0,22.3,1000,4,18600.0
5142,Renault,Kwid,2022,Diesel,Automatic,2940000.0,29.4,1800,4,21600.0
5143,Toyota,Glanza,2022,Petrol,Manual,890000.0,13.7,2000,6,6600.0
5144,Honda,WR-V,2016,Diesel,Manual,3480000.0,20.5,1200,5,11700.0
5145,Volkswagen,Vento,2022,Electric,Automatic,2930000.0,14.2,1200,4,9300.0
5146,Skoda,Octavia,2016,Electric,Manual,2070000.0,20.1,1500,4,11100.0
5147,Skoda,Rapid,2017,Diesel,Manual,3080000.0,18.4,800,4,24200.0
5148,Kia,EV6,2016,CNG,Automatic,2950000.0,26.7,800,7,12100.0
5149,Maruti Suzuki,Ertiga,2022,CNG,Manual,1690000.0,10.4,2500,4,19600.0
5150,Honda,Amaze,2021,Petrol,Manual,2220000.0,19.8,800,5,18700.0
5151,Tata Motors,Punch,2015,CNG,Automatic,1330000.0,21.4,800,6,19800.0
5152,Kia,Sonet,2018,Petrol,Manual,1540000.0,11.4,1500,4,14400.0
5153,Skoda,Octavia,2023,Electric,Manual,3270000.0,11.2,1500,6,19500.0
5154,Honda,Jazz,2024,Diesel,Automatic,2500000.0,23.9,800,7,5800.0
5155,Renault,Kiger,2015,Diesel,Automatic,3490000.0,16.8,2000,7,24200.0
5156,Skoda,Slavia,2017,Electric,Automatic,1640000.0,26.6,1200,6,6900.0
5157,Volkswagen,Taigun,2016,CNG,Manual,2880000.0,25.2,1200,5,19400.0
5158,Kia,Carnival,2017,Petrol,Automatic,3150000.0,27.9,1800,5,21100.0
5159,Toyota,Urban Cruiser,2023,Diesel,Manual,570000.0,22.1,1000,5,17600.0
5160,Tata Motors,Harrier,2018,CNG,Automatic,2530000.0,17.3,800,5,8800.0
5161,Hyundai,Verna,2021,CNG,Automatic,1490000.0,21.0,2000,6,14700.0
5162,Skoda,Slavia,2018,Electric,Automatic,1700000.0,19.7,1000,7,15500.0
5163,Mahindra,Bolero,2015,Petrol,Automatic,2690000.0,18.8,1000,4,12400.0
5164,Renault,Triber,2016,Petrol,Automatic,1430000.0,25.5,800,6,22300.0
5165,Volkswagen,Polo,2023,Petrol,Automatic,2940000.0,29.3,2000,6,20100.0
5166,Maruti Suzuki,Swift,2022,Petrol,Automatic,1990000.0,11.0,2500,6,18700.0
5167,Honda,City,2020,Petrol,Automatic,2450000.0,18.3,1500,4,6800.0
5168,Renault,Kiger,2015,CNG,Manual,1890000.0,21.3,1000,6,11300.0
5169,Toyota,Glanza,2018,Petrol,Automatic,1220000.0,17.8,1800,7,23300.0
5170,Honda,City,2022,Diesel,Manual,590000.0,24.4,2500,7,23900.0
5171,Volkswagen,Vento,2021,CNG,Automatic,870000.0,29.8,2000,5,11200.0
5172,Skoda,Rapid,2021,Electric,Automatic,2720000.0,24.3,1800,7,13600.0
5173,Mahindra,XUV700,2023,Petrol,Automatic,2020000.0,16.4,800,5,11100.0
5174,Hyundai,i10,2016,CNG,Manual,2640000.0,15.1,1200,5,14600.0
5175,Honda,Amaze,2018,Petrol,Automatic,2050000.0,26.7,2000,5,19900.0
5176,Toyota,Urban Cruiser,2020,Electric,Automatic,1340000.0,19.0,2500,7,23200.0
5177,Kia,Sonet,2019,CNG,Automatic,1940000.0,12.6,1200,7,6200.0
5178,Kia,Seltos,2019,Petrol,Manual,1800000.0,17.0,1200,5,22400.0
5179,Honda,Civic,2015,Petrol,Manual,3420000.0,23.3,800,4,7900.0
5180,Renault,Kwid,2016,Electric,Manual,850000.0,22.7,2500,7,5200.0
5181,Honda,WR-V,2022,Petrol,Manual,3150000.0,12.3,1200,5,7500.0
5182,Maruti Suzuki,Dzire,2016,Petrol,Automatic,1850000.0,16.3,1500,5,13800.0
5183,Maruti Suzuki,Baleno,2024,Diesel,Manual,2250000.0,12.0,1800,6,17500.0
5184,Toyota,Innova,2020,CNG,Manual,1780000.0,24.8,1000,4,12300.0
5185,Maruti Suzuki,WagonR,2019,Electric,Manual,2320000.0,14.8,1200,4,14700.0
5186,Maruti Suzuki,Swift,2021,Electric,Manual,2060000.0,10.3,1800,5,12800.0
5187,Skoda,Rapid,2015,Diesel,Manual,3370000.0,12.1,2500,5,15300.0
5188,Hyundai,Verna,2017,Electric,Automatic,2090000.0,22.9,1000,7,18700.0
5189,Maruti Suzuki,Ertiga,2017,CNG,Manual,2450000.0,26.8,2500,7,16300.0
5190,Maruti Suzuki,WagonR,2022,CNG,Manual,3370000.0,19.2,1800,4,19000.0
5191,Skoda,Rapid,2024,CNG,Automatic,1940000.0,27.4,2000,4,11900.0
5192,Mahindra,XUV300,2017,Petrol,Automatic,800000.0,18.3,1500,5,7100.0
5193,Kia,Seltos,2024,Diesel,Manual,1530000.0,10.7,1500,6,13300.0
5194,Skoda,Octavia,2022,Diesel,Manual,2830000.0,28.2,1500,7,12500.0
5195,Renault,Duster,2022,CNG,Manual,1670000.0,14.4,1500,7,19200.0
5196,Hyundai,i20,2023,Diesel,Automatic,2010000.0,27.4,800,7,24500.0
5197,Honda,Civic,2020,Electric,Automatic,580000.0,21.7,1800,4,22600.0
5198,Tata Motors,Harrier,2020,Diesel,Manual,2350000.0,26.5,2000,7,11400.0
5199,Maruti Suzuki,Baleno,2015,CNG,Automatic,2940000.0,21.7,1000,4,5700.0
5200,Toyota,Urban Cruiser,2024,CNG,Manual,620000.0,24.5,1000,4,5700.0
5201,Hyundai,Verna,2022,CNG,Automatic,2550000.0,23.1,1000,6,18700.0
5202,Kia,Carens,2021,Electric,Automatic,550000.0,22.1,2500,4,18400.0
5203,Toyota,Glanza,2015,Diesel,Manual,2510000.0,13.6,2000,4,9300.0
5204,Toyota,Camry,2020,Petrol,Manual,1180000.0,14.4,1000,7,17200.0
5205,Honda,City,2021,Petrol,Manual,2370000.0,29.1,1800,7,5800.0
5206,Hyundai,Creta,2024,Petrol,Manual,1360000.0,23.7,1500,6,12900.0
5207,Tata Motors,Punch,2021,Electric,Automatic,1760000.0,18.8,2500,7,5600.0
5208,Renault,Kwid,2022,Diesel,Automatic,1520000.0,20.9,1500,7,5400.0
5209,Renault,Lodgy,2023,Electric,Manual,1360000.0,21.1,1000,4,8000.0
5210,Skoda,Superb,2017,Diesel,Manual,1420000.0,27.6,1800,7,10500.0
5211,Maruti Suzuki,Swift,2023,Electric,Automatic,3170000.0,12.3,1200,6,18000.0
5212,Tata Motors,Nexon,2024,Electric,Automatic,680000.0,14.0,2000,4,18600.0
5213,Tata Motors,Harrier,2024,CNG,Manual,3120000.0,23.0,1200,6,20400.0
5214,Mahindra,XUV700,2018,CNG,Automatic,3170000.0,27.3,800,6,13800.0
5215,Skoda,Rapid,2017,CNG,Manual,1350000.0,27.7,2000,4,24100.0
5216,Volkswagen,Tiguan,2018,Electric,Manual,670000.0,11.3,1000,6,11000.0
5217,Honda,WR-V,2021,Diesel,Manual,1530000.0,15.1,1200,6,17900.0
5218,Mahindra,XUV700,2019,Diesel,Manual,1110000.0,19.4,2000,6,11900.0
5219,Renault,Kwid,2019,Diesel,Automatic,2960000.0,26.7,1500,7,7400.0
5220,Kia,EV6,2018,Electric,Automatic,3370000.0,25.3,1500,7,22700.0
5221,Mahindra,XUV300,2019,CNG,Automatic,1450000.0,22.8,1000,5,9800.0
5222,Hyundai,i20,2015,CNG,Manual,670000.0,20.0,800,5,23700.0
5223,Renault,Kwid,2023,Electric,Manual,780000.0,13.9,800,7,20200.0
5224,Kia,Carens,2019,Electric,Manual,2760000.0,16.1,800,5,9200.0
5225,Maruti Suzuki,Dzire,2023,CNG,Automatic,3490000.0,12.9,1200,6,19100.0
5226,Maruti Suzuki,Baleno,2022,CNG,Automatic,1890000.0,23.8,1800,7,22500.0
5227,Volkswagen,Vento,2016,Diesel,Automatic,1600000.0,25.5,800,7,10500.0
5228,Tata Motors,Tiago,2015,Electric,Manual,3230000.0,18.9,1200,4,19600.0
5229,Skoda,Rapid,2021,Petrol,Manual,1510000.0,14.6,1200,4,22500.0
5230,Hyundai,Venue,2019,Petrol,Automatic,2350000.0,28.0,1500,4,23500.0
5231,Maruti Suzuki,Swift,2015,CNG,Automatic,1870000.0,22.8,1500,5,13100.0
5232,Honda,WR-V,2017,Diesel,Manual,840000.0,19.3,2000,6,24500.0
5233,Maruti Suzuki,Dzire,2016,Diesel,Manual,2530000.0,29.7,1500,6,16000.0
5234,Skoda,Octavia,2016,CNG,Manual,2300000.0,12.5,1500,5,13900.0
5235,Kia,Seltos,2024,Petrol,Automatic,780000.0,29.2,2000,5,7600.0
5236,Volkswagen,Tiguan,2024,Diesel,Manual,2080000.0,18.4,2000,5,22300.0
5237,Kia,Carnival,2017,CNG,Manual,1320000.0,17.4,1200,6,23000.0
5238,Tata Motors,Tiago,2023,CNG,Automatic,1080000.0,12.5,1500,5,20200.0
5239,Maruti Suzuki,Swift,2023,Petrol,Manual,1930000.0,28.5,2500,5,14200.0
5240,Tata Motors,Harrier,2022,Diesel,Automatic,3170000.0,18.4,1000,4,12600.0
5241,Renault,Kiger,2022,Electric,Manual,3200000.0,17.6,1500,4,19000.0
5242,Honda,City,2020,CNG,Automatic,3140000.0,16.8,1500,6,12100.0
5243,Maruti Suzuki,Swift,2023,Diesel,Automatic,2300000.0,19.5,2500,4,24100.0
5244,Toyota,Camry,2024,Petrol,Manual,2070000.0,18.0,1500,4,20100.0
5245,Volkswagen,Taigun,2019,Electric,Automatic,710000.0,20.5,1000,4,9200.0
5246,Kia,Seltos,2024,Diesel,Automatic,3480000.0,12.9,1500,4,9000.0
5247,Kia,Carnival,2016,CNG,Automatic,1630000.0,14.5,800,6,12400.0
5248,Volkswagen,Tiguan,2016,Petrol,Automatic,3390000.0,23.6,1500,5,8400.0
5249,Toyota,Innova,2019,CNG,Automatic,2810000.0,22.6,2500,6,13200.0
5250,Kia,Sonet,2020,Electric,Automatic,650000.0,18.0,800,4,9500.0
5251,Tata Motors,Harrier,2022,CNG,Manual,2630000.0,14.4,800,7,23600.0
5252,Maruti Suzuki,Ertiga,2016,Petrol,Manual,3290000.0,24.8,800,4,5600.0
5253,Toyota,Urban Cruiser,2024,Electric,Manual,1120000.0,15.6,800,4,23000.0
5254,Mahindra,Thar,2015,Diesel,Automatic,2170000.0,21.4,2500,4,21800.0
5255,Honda,Jazz,2015,CNG,Manual,1690000.0,23.3,800,5,20700.0
5256,Kia,Carens,2022,Electric,Automatic,1340000.0,29.6,1000,7,18600.0
5257,Honda,Amaze,2024,Diesel,Automatic,1020000.0,27.8,1000,5,24600.0
5258,Tata Motors,Nexon,2018,Petrol,Manual,1350000.0,20.5,2000,7,10000.0
5259,Maruti Suzuki,WagonR,2024,Petrol,Manual,910000.0,16.2,1800,6,24000.0
5260,Kia,Seltos,2018,Electric,Manual,520000.0,17.8,1800,5,24900.0
5261,Kia,Sonet,2023,Diesel,Manual,420000.0,24.5,1800,7,14700.0
5262,Renault,Lodgy,2017,Petrol,Automatic,1650000.0,15.8,2500,5,13400.0
5263,Hyundai,Venue,2015,Electric,Automatic,1440000.0,27.0,800,5,23400.0
5264,Tata Motors,Altroz,2016,Petrol,Automatic,1400000.0,29.6,1000,7,23400.0
5265,Skoda,Octavia,2023,Diesel,Manual,3320000.0,20.3,1200,7,16500.0
5266,Renault,Kiger,2015,Petrol,Manual,2630000.0,24.4,1000,5,19600.0
5267,Kia,Carens,2022,Diesel,Automatic,3250000.0,25.3,1200,7,16900.0
5268,Maruti Suzuki,Dzire,2018,Petrol,Automatic,630000.0,21.6,1200,6,24000.0
5269,Honda,Amaze,2020,Petrol,Manual,2950000.0,10.3,1000,7,14800.0
5270,Volkswagen,Virtus,2024,CNG,Manual,870000.0,28.6,800,6,7800.0
5271,Maruti Suzuki,WagonR,2019,CNG,Automatic,2870000.0,25.6,800,6,13000.0
5272,Volkswagen,Tiguan,2021,Electric,Manual,2370000.0,17.7,800,5,20500.0
5273,Kia,EV6,2019,Diesel,Manual,1100000.0,16.9,1000,7,22600.0
5274,Kia,Carens,2023,Diesel,Manual,1270000.0,16.7,2500,4,14100.0
5275,Tata Motors,Punch,2020,CNG,Automatic,2760000.0,13.6,1500,4,23700.0
5276,Hyundai,i10,2021,Petrol,Manual,1550000.0,21.4,2000,4,17200.0
5277,Toyota,Glanza,2020,Electric,Automatic,1740000.0,28.2,2000,5,15100.0
5278,Skoda,Kushaq,2021,Diesel,Automatic,2520000.0,21.9,800,7,14200.0
5279,Toyota,Urban Cruiser,2018,Petrol,Manual,3150000.0,16.9,1000,6,16200.0
5280,Mahindra,XUV700,2016,Diesel,Manual,2030000.0,21.9,1800,5,23400.0
5281,Hyundai,Verna,2022,Electric,Manual,980000.0,12.4,2500,4,21100.0
5282,Skoda,Kushaq,2024,Petrol,Manual,3230000.0,12.5,2000,4,6400.0
5283,Tata Motors,Punch,2015,CNG,Automatic,880000.0,24.3,2500,6,23400.0
5284,Volkswagen,Polo,2015,Electric,Manual,2500000.0,28.3,1800,6,16900.0
5285,Mahindra,Scorpio,2017,CNG,Manual,2370000.0,16.8,1500,7,23300.0
5286,Tata Motors,Harrier,2016,CNG,Manual,3000000.0,25.1,1000,4,6300.0
5287,Hyundai,Creta,2018,CNG,Automatic,450000.0,11.8,2500,5,9400.0
5288,Kia,EV6,2023,Electric,Manual,3200000.0,24.1,1800,6,8300.0
5289,Skoda,Slavia,2021,Petrol,Manual,1740000.0,13.8,800,6,11700.0
5290,Mahindra,XUV700,2019,CNG,Automatic,930000.0,20.1,1500,7,6400.0
5291,Volkswagen,Vento,2020,Petrol,Automatic,3170000.0,27.3,1800,6,19600.0
5292,Honda,Jazz,2021,Diesel,Manual,910000.0,23.1,2000,6,19200.0
5293,Renault,Kwid,2023,Petrol,Automatic,1350000.0,14.1,2500,4,7600.0
5294,Volkswagen,Polo,2015,CNG,Manual,580000.0,19.1,2500,5,24300.0
5295,Renault,Lodgy,2022,CNG,Automatic,3070000.0,27.3,800,4,19900.0
5296,Volkswagen,Virtus,2019,Electric,Automatic,590000.0,19.1,2000,6,10000.0
5297,Kia,EV6,2023,Diesel,Manual,3300000.0,26.0,1000,4,11300.0
5298,Maruti Suzuki,Baleno,2017,Diesel,Manual,730000.0,27.6,1800,7,8300.0
5299,Mahindra,Scorpio,2021,Diesel,Automatic,2990000.0,25.5,1200,4,7700.0
5300,Renault,Kiger,2018,Petrol,Manual,1880000.0,25.9,1000,4,22000.0
5301,Toyota,Innova,2017,Petrol,Automatic,2680000.0,10.4,1800,5,8200.0
5302,Skoda,Kushaq,2024,Electric,Manual,2650000.0,20.5,2500,4,7100.0
5303,Toyota,Innova,2022,Diesel,Automatic,2770000.0,26.6,1200,6,21200.0
5304,Volkswagen,Polo,2016,Petrol,Manual,3440000.0,27.5,2000,6,21100.0
5305,Kia,Sonet,2022,Electric,Automatic,3370000.0,19.4,2500,7,21800.0
5306,Maruti Suzuki,Swift,2016,Electric,Manual,2150000.0,13.3,1800,7,13900.0
5307,Maruti Suzuki,Ertiga,2015,CNG,Automatic,3250000.0,13.6,1500,7,17300.0
5308,Toyota,Fortuner,2019,Electric,Manual,400000.0,23.2,800,7,11200.0
5309,Honda,WR-V,2024,Electric,Manual,2430000.0,24.6,2000,4,10100.0
5310,Honda,WR-V,2023,Petrol,Manual,450000.0,19.8,1800,5,12700.0
5311,Tata Motors,Tiago,2024,CNG,Automatic,2520000.0,18.0,1800,4,7800.0
5312,Mahindra,Bolero,2015,Electric,Manual,2170000.0,18.6,2000,6,14000.0
5313,Volkswagen,Tiguan,2024,Electric,Automatic,1090000.0,16.1,800,7,8500.0
5314,Hyundai,Creta,2022,CNG,Automatic,2590000.0,10.9,1200,7,5000.0
5315,Hyundai,i10,2021,Diesel,Automatic,3280000.0,29.0,2000,7,17300.0
5316,Mahindra,Scorpio,2022,CNG,Manual,1240000.0,16.7,2000,4,7400.0
5317,Mahindra,Scorpio,2018,Petrol,Manual,1330000.0,12.9,800,4,10100.0
5318,Maruti Suzuki,Ertiga,2021,CNG,Automatic,2070000.0,11.9,800,6,9900.0
5319,Renault,Kiger,2023,Petrol,Automatic,1540000.0,25.4,2500,7,18400.0
5320,Hyundai,Creta,2018,Diesel,Automatic,1080000.0,29.6,1800,4,20100.0
5321,Honda,WR-V,2021,CNG,Automatic,3000000.0,12.1,1800,5,6300.0
5322,Maruti Suzuki,WagonR,2020,CNG,Automatic,1310000.0,22.3,1800,7,6200.0
5323,Renault,Kiger,2015,CNG,Manual,420000.0,24.5,2500,7,24400.0
5324,Hyundai,Venue,2017,Electric,Automatic,1980000.0,16.3,1800,7,20100.0
5325,Maruti Suzuki,WagonR,2017,Petrol,Automatic,1940000.0,17.4,2500,7,18600.0
5326,Maruti Suzuki,Swift,2016,Diesel,Automatic,2130000.0,13.8,1000,6,13600.0
5327,Kia,Carens,2016,Diesel,Manual,1210000.0,14.0,800,6,8700.0
5328,Tata Motors,Harrier,2016,Petrol,Manual,2330000.0,22.1,2000,5,24200.0
5329,Tata Motors,Altroz,2020,Electric,Manual,890000.0,25.5,1000,7,16200.0
5330,Kia,Carens,2021,Petrol,Manual,2830000.0,13.5,1200,6,9400.0
5331,Volkswagen,Vento,2018,CNG,Automatic,2320000.0,22.2,1000,5,8100.0
5332,Volkswagen,Polo,2020,CNG,Manual,3110000.0,21.4,800,6,12900.0
5333,Tata Motors,Harrier,2023,Diesel,Automatic,3220000.0,28.4,1500,6,18500.0
5334,Renault,Lodgy,2021,CNG,Manual,2300000.0,27.5,800,4,15600.0
5335,Maruti Suzuki,Ertiga,2019,Petrol,Manual,920000.0,27.7,1800,6,23700.0
5336,Tata Motors,Nexon,2022,Electric,Manual,2180000.0,20.5,1500,5,13600.0
5337,Renault,Duster,2023,Diesel,Manual,2810000.0,18.9,2500,6,23900.0
5338,Volkswagen,Taigun,2018,Diesel,Automatic,2150000.0,12.3,800,7,10800.0
5339,Tata Motors,Punch,2020,CNG,Manual,2500000.0,10.8,2000,5,7200.0
5340,Hyundai,i20,2024,CNG,Automatic,3070000.0,12.7,2000,7,24100.0
5341,Renault,Lodgy,2018,Petrol,Automatic,2430000.0,13.7,800,6,20700.0
5342,Skoda,Superb,2017,Electric,Automatic,1720000.0,12.6,2500,7,14700.0
5343,Mahindra,Bolero,2024,Petrol,Manual,3490000.0,23.8,2500,7,21500.0
5344,Honda,Civic,2016,Diesel,Manual,3490000.0,29.7,1800,4,18800.0
5345,Volkswagen,Polo,2020,Electric,Automatic,2530000.0,28.2,800,6,8800.0
5346,Tata Motors,Altroz,2024,CNG,Manual,1020000.0,11.7,1800,6,16800.0
5347,Kia,Carens,2017,Electric,Manual,980000.0,27.5,2500,7,21500.0
5348,Toyota,Fortuner,2021,CNG,Manual,730000.0,13.9,1200,4,20300.0
5349,Volkswagen,Tiguan,2021,Diesel,Manual,2220000.0,26.9,1500,5,21700.0
5350,Renault,Lodgy,2024,CNG,Manual,1620000.0,25.5,1000,7,8000.0
5351,Toyota,Urban Cruiser,2017,Petrol,Manual,740000.0,28.6,800,6,19300.0
5352,Skoda,Kushaq,2016,Electric,Automatic,1050000.0,26.0,1200,6,5500.0
5353,Maruti Suzuki,Baleno,2020,Petrol,Manual,1850000.0,20.0,1000,4,9400.0
5354,Skoda,Kushaq,2015,CNG,Automatic,2800000.0,21.9,1500,6,23100.0
5355,Renault,Lodgy,2019,Electric,Manual,1670000.0,27.3,2500,7,20700.0
5356,Kia,Seltos,2016,CNG,Automatic,3090000.0,13.5,2500,4,5100.0
5357,Tata Motors,Altroz,2017,Electric,Manual,3050000.0,12.9,1500,5,11900.0
5358,Hyundai,Creta,2017,Electric,Manual,2900000.0,21.7,1500,4,5100.0
5359,Honda,Amaze,2018,Electric,Manual,1890000.0,18.8,1200,5,14300.0
5360,Toyota,Fortuner,2022,Electric,Automatic,2450000.0,17.7,2500,5,11200.0
5361,Hyundai,Creta,2024,Electric,Manual,1230000.0,24.7,1800,5,19700.0
5362,Mahindra,XUV300,2015,Petrol,Manual,930000.0,18.4,2000,6,21400.0
5363,Renault,Duster,2016,CNG,Automatic,2080000.0,15.7,1500,5,6400.0
5364,Renault,Triber,2024,Diesel,Manual,540000.0,11.3,2500,7,13200.0
5365,Tata Motors,Tiago,2019,Electric,Manual,1420000.0,18.5,1000,7,18200.0
5366,Volkswagen,Virtus,2021,Diesel,Manual,2890000.0,28.9,1200,7,23100.0
5367,Toyota,Urban Cruiser,2023,Electric,Manual,2090000.0,15.4,1000,7,23300.0
5368,Skoda,Superb,2019,Petrol,Manual,1900000.0,13.5,2500,5,5600.0
5369,Maruti Suzuki,WagonR,2022,Diesel,Automatic,2070000.0,20.7,2500,5,10600.0
5370,Honda,WR-V,2019,Diesel,Automatic,2910000.0,26.3,1000,4,13200.0
5371,Mahindra,XUV300,2021,Diesel,Manual,2170000.0,28.7,1500,5,15100.0
5372,Maruti Suzuki,Swift,2015,Diesel,Manual,2210000.0,15.1,1000,7,24600.0
5373,Mahindra,XUV700,2019,Petrol,Manual,1810000.0,26.2,2000,5,12700.0
5374,Toyota,Camry,2016,Diesel,Manual,2750000.0,14.5,2500,4,10800.0
5375,Renault,Duster,2018,Diesel,Automatic,1870000.0,23.3,800,5,19900.0
5376,Maruti Suzuki,Baleno,2018,Diesel,Automatic,420000.0,14.2,1800,6,22900.0
5377,Mahindra,Bolero,2022,Petrol,Automatic,1720000.0,11.3,1000,4,21200.0
5378,Honda,Jazz,2024,Electric,Automatic,1990000.0,29.5,1800,4,20500.0
5379,Toyota,Urban Cruiser,2015,Electric,Manual,2140000.0,29.5,2500,7,12200.0
5380,Tata Motors,Altroz,2021,Electric,Manual,2380000.0,22.9,800,5,16000.0
5381,Honda,Jazz,2023,Electric,Automatic,2100000.0,19.4,1800,6,11800.0
5382,Honda,Civic,2016,Petrol,Automatic,1090000.0,25.7,1500,6,12900.0
5383,Honda,Amaze,2024,CNG,Manual,1330000.0,10.9,1500,7,9900.0
5384,Mahindra,Thar,2024,CNG,Automatic,3170000.0,21.2,1000,5,13900.0
5385,Skoda,Slavia,2024,Electric,Manual,1640000.0,13.9,1200,5,8500.0
5386,Volkswagen,Virtus,2020,CNG,Automatic,2360000.0,22.4,2500,7,10500.0
5387,Mahindra,XUV700,2021,Electric,Automatic,790000.0,28.4,1800,6,5500.0
5388,Skoda,Slavia,2021,Petrol,Manual,3390000.0,20.8,800,7,16100.0
5389,Kia,Carnival,2016,CNG,Manual,2590000.0,13.0,1200,7,15800.0
5390,Kia,Carens,2018,Electric,Manual,2110000.0,24.7,2500,4,23900.0
5391,Hyundai,Creta,2018,Electric,Automatic,3190000.0,22.0,1500,6,16700.0
5392,Skoda,Superb,2023,Electric,Manual,410000.0,28.8,1000,4,8800.0
5393,Skoda,Rapid,2023,CNG,Automatic,580000.0,11.5,2500,4,21400.0
5394,Mahindra,Thar,2017,CNG,Manual,2720000.0,18.0,1200,4,8600.0
5395,Tata Motors,Nexon,2017,Diesel,Manual,1000000.0,29.9,2000,5,10900.0
5396,Kia,Sonet,2024,CNG,Automatic,3080000.0,25.6,2000,5,21100.0
5397,Renault,Kwid,2016,Petrol,Manual,990000.0,18.5,800,4,10700.0
5398,Honda,City,2016,CNG,Automatic,930000.0,23.7,1000,7,13700.0
5399,Hyundai,i20,2019,Diesel,Manual,1920000.0,24.6,2000,4,11700.0
5400,Maruti Suzuki,WagonR,2022,Electric,Manual,1200000.0,20.8,1800,7,5300.0
5401,Hyundai,i10,2021,CNG,Manual,1040000.0,11.6,1500,5,14800.0
5402,Renault,Triber,2024,Electric,Automatic,1460000.0,11.3,1200,7,18100.0
5403,Tata Motors,Punch,2024,Diesel,Automatic,3020000.0,29.8,800,4,17800.0
5404,Mahindra,Scorpio,2024,Diesel,Manual,2320000.0,16.1,2500,4,22500.0
5405,Skoda,Octavia,2022,CNG,Automatic,1620000.0,13.5,1200,6,23300.0
5406,Mahindra,XUV300,2017,Electric,Manual,1040000.0,21.3,1800,5,7700.0
5407,Skoda,Kushaq,2016,Petrol,Automatic,2740000.0,28.3,1000,4,16900.0
5408,Volkswagen,Taigun,2017,Electric,Automatic,1800000.0,18.3,2000,4,16200.0
5409,Skoda,Kushaq,2024,Petrol,Automatic,3240000.0,10.2,1500,6,11600.0
5410,Renault,Lodgy,2021,Electric,Automatic,2090000.0,27.7,2500,4,19200.0
5411,Honda,Amaze,2017,Electric,Automatic,1620000.0,25.8,1800,4,23000.0
5412,Volkswagen,Tiguan,2021,Electric,Automatic,650000.0,18.6,1000,7,17700.0
5413,Honda,WR-V,2018,Petrol,Manual,3010000.0,20.0,2500,5,11000.0
5414,Hyundai,i10,2023,Diesel,Manual,3060000.0,19.2,1500,5,18300.0
5415,Skoda,Superb,2015,Petrol,Automatic,430000.0,10.8,1800,7,6300.0
5416,Mahindra,Bolero,2024,Electric,Manual,1860000.0,27.7,1000,7,19700.0
5417,Renault,Duster,2024,CNG,Manual,2540000.0,23.5,1500,7,21200.0
5418,Honda,City,2015,Petrol,Automatic,1340000.0,20.1,800,7,10400.0
5419,Toyota,Urban Cruiser,2016,Electric,Manual,1280000.0,29.3,2000,7,8400.0
5420,Volkswagen,Tiguan,2016,Petrol,Manual,940000.0,14.1,1200,4,8600.0
5421,Skoda,Superb,2017,Diesel,Manual,2870000.0,14.8,1800,5,6100.0
5422,Hyundai,Creta,2024,Petrol,Automatic,3220000.0,18.2,1000,7,14400.0
5423,Mahindra,XUV700,2019,Diesel,Manual,2250000.0,25.3,2000,6,21700.0
5424,Skoda,Slavia,2020,Electric,Manual,1490000.0,18.3,1500,4,19600.0
5425,Tata Motors,Nexon,2024,Diesel,Automatic,1890000.0,17.5,800,4,6900.0
5426,Toyota,Glanza,2018,Electric,Manual,1500000.0,14.8,2500,7,22100.0
